PolledNickname,MatchedUsername,Level,Country,IsPayer
GreenSandBaron,GreenSandBaron,70,GB,1
Gress_Trout,Gress_Trout,76,IT,1
Greycrescent,Greycrescent,48,,1
Grigi_bu,Grigi_Bu,19,HR,1
Grinrod,Grinrod,87,,1
Grizon777,Grizon777,108,UA,1
grot13,,,,0
Gruby_Co_Sruby,Gruby_Co_Sruby,84,PL,0
Grummel,Grummel,35,DE,1
GrumpyBrotter,GrumpyBrotter,90,US,1
GrumpyDuck,GrumpyDuck,108,US,1
Gsygod12331,gsygod12331,83,GG,1
guga08,guga08,77,BR,1
Guillaume C 3D,,,,0
guilletmon,guilletmon,79,MX,1
GUMMY_KLEJZA,GUMMY_KLEJZA,50,PL,1
Gumzonmyplumz,GumzOnMyPlumz,79,,1
Guppyman,Guppyman,110,US,1
Guru4All,Guru4All,51,,1
GustavoRamiroX,GustavoRamiroX,110,BR,1
gustyn112,Gustyn112,84,DE,1
gut,Gut,9,,0
GutaVaralica,,,,0
guyver,guyver,67,,0
Gwantas,Gwantas,99,ZA,1
GypsyJester,,,,0
Gzeuce,Gzeuce,43,FR,1
Ha_Pozetiv4ike,,,,0
hairrierb32,hairrierb32,76,US,1
HaLiax,HaLiax,110,TH,1
hambyl,hambyl,47,US,1
Han_124,Han_124,96,PL,1
happylanding,happylanding,77,DE,1
HAR_Sabre,HAR_Sabre,100,US,1
HarryKojima,harrykojima,103,US,1
harrys92,harrys92,2,AU,1
hawke7,hawke7,107,MY,1
HaydenGiveMeBabies,HaydenGiveMeBabies,97,AU,1
Helix3936,Helix3936,18,NC,0
Henry442,Henry442,55,,1
henryz74,HenryZ74,21,DE,1
hentaji.EXE,hentaji.EXE,70,PL,1
HerbWerb,HerbWerb,105,TR,1
heresauntie,HeresAuntie,83,CA,1
Himmelfahrt,Himmelfahrt,28,UA,0
HINANO_HINANO,HINANO_HINANO,77,ID,1
hisoka2906,hisoka2906,80,BE,1
Hizzy1,Hizzy1,72,MY,1
Hogslayer01,Hogslayer01,33,US,1
Holdaboy18051,Holdaboy18051,82,US,1
Holekko,Holekko,110,PL,1
HookahCowboy,HookahCowboy,31,US,1
howmuchwasthatfish,,,,0
Hraptor,Hraptor,109,IT,1
Hronomiraj,Hronomiraj,94,UA,1
HruTeX,HruTeX,60,PL,1
Hubert Urbański,,,,0
HUBERT5538,HUBERT5538,70,PL,1
HuchenSohn69,HuchenSohn69,86,AT,1
HugeBassDaddy42,HugeBassDaddy42,89,CA,1
hugo_wrn,hugo_wrn,49,DE,1
huit0n,huit0n,82,DE,1
Humle158,Humle158,41,DK,1
Hunter Billings,,,,0
Hunter0007,Hunter0007,51,DE,1
Hunter68,Hunter68,56,DE,1
Hunterstar837,Hunterstar837,48,DE,1
HuongThaoCutie,HuongThaoCutie,108,VN,1
hydr4xx,hydr4xx,103,PL,1
Hydromel,Hydromel,100,IT,1
hyltonn_ttv,,,,0
hyskillerhd,hyskillerhd,88,DE,1
"i don't really care about the giveaway, someone else might appreciate the reward more",,,,0
I_Bog_I,I_Bog_I,50,UA,1
I_COME_in_PEACE,I_COME_in_PEACE,101,ZA,1
I0_ol,,,,0
iamquinzilla,,,,0
ICannNike,ICannNike,104,US,1
Icant_fish,Icant_fish,74,US,1
IceBlue78,IceBlue78,83,DE,1
Iceman21,Iceman21,51,,1
Iceolater,iceolater,66,NL,1
Icy_Jam,Icy_Jam,83,AU,1
icyykills,icyykills,28,SA,0
IFC_DabFace,IFC_DabFace,96,ID,1
ifishforJSOC,ifishforJSOC,49,US,1
igetdabigfish,,,,0
ihavealargebush,Ihavealargebush,14,ID,0
ilike100,ilike100,110,TW,1
Illegaliguana,illegaliguana,79,US,1
im_still_dreamin,im_still_dreamin,110,UA,1
Im4eRePaSHKa,Im4eRePaSHKa,69,,0
IMark89,,,,0
imGatlin,imGatlin,101,US,1
Imiza04,Imiza04,42,MY,0
ImSTK,ImSTK,50,FR,1
Indominus_Game,Indominus_Game,11,US,0
Indra Kurnia,,,,0
Infernicus,Infernicus,68,US,1
InsaneSquidSummoner,InsaneSquidSummoner,50,US,1
Intoxicated354,Intoxicated354,66,,1
Iosif_brodskiy,Iosif_Brodskiy,67,UZ,1
Irishfourleafclover,Irishfourleafclover,95,CA,1
Iron_ReaP3r,Iron_ReaP3r,57,US,1
IrrationalTackleSummoner,IrrationalTackleSummoner,68,US,1
IrrationalWalleyeHunter,IrrationalWalleyeHunter,57,ES,0
Isaitami,Isaitami,68,AR,0
ItBearded,ItBearded,26,US,1
Its_Andre,Its_Andre,43,US,1
itsblunty,itsblunty,83,,1
ItsMeKirsty,ItsMeKirsty,107,GB,1
itzvadim,itzvadim,65,,1
Ivakis Solo,,,,0
Ivan1949,Ivan1949,86,CO,1
J.YWADE,J.YWADE,17,PH,0
J_3,J_3,110,SE,1
j4h44,j4h44,41,US,1
J4kubson,J4kubson,110,PL,0
j4ncuu,j4ncuu,75,PL,1
jaa00,,,,0
JacekBi,JacekBi,100,PL,0
Jack Mcerlaine,,,,0
jackallbros,,,,0
JackieC,JackieC,104,,1
JacolinPotato,JacolinPotato,84,GB,1
jaffa,jaffa,17,,1
jagkarlsson,,,,0
JAHERVI,jahervi,108,CO,1
JajanONil,JajanONil,110,HR,1
Jak0b320,Jak0b320,44,PL,1
Jake050,Jake050,35,NL,1
JakeRiley,JakeRiley,78,US,1
Jakmads,Jakmads,36,SK,0
Jakub_Vagner_CZ,Jakub_Vagner_CZ,108,PL,1
JamesRay2011,JamesRay2011,19,US,0
JanHansen,JanHansen,105,DK,1
JankoS420,JankoS420,59,PL,1
jankosek13,jankosek13,22,PL,1
japagamer,,,,0
JAREKOKA,JAREKOKA,110,GB,1
jarja2541,jarja2541,56,,0
JaroslawBialy,JaroslawBialy,50,PL,1
jasiekgaming,jasiekgaming,84,PL,1
jasondadani,jasondadani,87,BR,1
JATO,Jato,2,,0
JD2137,JD2137,49,PL,1
Jekyll&Hyde,,,,0
jelonek71,jelonek71,65,PL,1
Jeremie kasspied,,,,0
JeremyWade000,JeremyWade000,34,IT,0
jesus1975,jesus1975,110,ES,1
JeTei,JeTei,110,RO,1
Jewkila,jewkila,52,AU,1
JFrost136,JFrost136,68,ZA,1
jhonatan06,jhonatan06,91,,1
JHorn,JHorn,70,ZA,1
jirvav,jirvav,104,CZ,1
JJtrivella,JJtrivella,56,IT,0
JKrashMonkey,JKrashMonkey,36,CA,1
Jo_SWEDEN17,Jo_SWEDEN17,86,SE,1
Joao4z,Joao4z,81,BR,1
JoaoCaboz,JoaoCaboz,109,PT,1
joca_mana,joca_mana,88,,1
JoHaNMaatt,JoHaNMaatt,102,ES,1
John Carl,,,,0
john4r23,john4r23,91,,1
johnnysteph,johnnysteph,26,FR,1
JONKI,jonki,3,,0
jorgehp6,jorgehp6,46,ES,0
jose26031999,jose26031999,87,ES,1
joseiba10,,,,0
Jossdu7754,,,,0
JuacoGood,JuacoGood,98,CL,1
Juampi_judo,,,,0
juan1416,juan1416,94,AR,1
Juicy,Juicy,34,,1
JuicyV2,JuicyV2,73,GB,1
junior,junior,2,,0
JunKobs,JunKobs,95,BR,1
Just_Stefcho,Just_Stefcho,43,BG,0
just1humu,just1humu,61,US,1
JustAlgo,,,,0
justin718,Justin718,24,US,1
Justmadeyoulook,,,,0
JustMisho,,,,0
Justzen84,Justzen84,76,US,1
Jwxy8502,,,,0
JyrgenT,JyrgenT,46,EE,1
JzSage,JzSage,73,US,1
k0myuu,K0myuu,67,PL,1
K11ord,k11ORD,25,US,1
Kaapojij,Kaapojij,25,FI,0
Kabeljouking,,,,0
Kacper_Karpmistrz,Kacper_Karpmistrz,69,PL,0
Kacperowsky567,Kacperowsky567,51,PL,1
Kafik,Kafik,82,PL,1
Kahouette,Kahouette,84,FR,1
Kaidusik,Kaidusik,87,EE,1
kalikaka,kalikaka,59,HU,1
KalloRix,KalloRix,19,DE,0
Kalumpa,Kalumpa,85,IT,1
Kalyanovich_49,kalyanovich_49,110,UA,1
kamciolskins.army CS2.ME,,,,0
Kamina8,Kamina8,39,NZ,1
kanette45,kanette45,66,,1
Karl,karl,25,SE,1
Karmaus,Karmaus,95,RO,1
karpik1234,karpik1234,6,PL,0
Karrijo,Karrijo,34,BR,1
Karyya,Karyya,75,MY,1
Kasi_Ro1,Kasi_Ro1,29,RO,1
kataszi_gg,kataszi_gg,96,PL,1
Katssuuuu,Katssuuuu,42,UA,1
KatWrangler,KatWrangler,49,US,1
katzuja,Katzuja,76,DE,1
Kaupaczino,Kaupaczino,80,PL,1
KC_S,KC_S,50,US,1
Kedadd,Kedadd,39,,1
Keegen,Keegen,98,US,1
KeepNetKing,KeepNetKing,69,,1
keff0123,keff0123,62,,1
KeishaRose,KeishaRose,100,CA,1
kekebalikci,kekebalikci,22,GR,1
kennybaker,kennybaker,36,US,1
Kennyclan01,,,,0
kenshiki,kenshiki,103,ES,1
kepersonn,kepersonn,93,PL,1
Keradein,keradein,63,,1
kermek123123,kermek123123,88,PL,1
Kesmo,Kesmo,21,DE,1
KevinboyQc,KevinboyQc,57,CA,1
Kevril,Kevril,103,,1
KeyWestFlorida,KeyWestFlorida,110,DE,1
Khaida,Khaida,65,FI,1
kialq,kialq,45,PL,1
Kidnapper224,,,,0
Kierieklapper,Kierieklapper,66,ZA,1
kierontighe,kierontighe,84,GB,1
Kiik4,Kiik4,52,FR,1
Kiiukamber,,,,0
KiKuni,KiKuni,53,PL,1
kindhearted02,kindhearted02,99,US,1
King_Tokay,,,,0
KingFisherman101,KingFisherman101,39,US,1
KingOfICe,KingOfIce,91,FR,1
kingsleymo,,,,0
KingWildzz,kingwildzz,54,US,1
kippie4321,kippie4321,52,NL,1
kistusa-HU,kistusa-HU,73,HU,1
Kiwi,Kiwi,3,,0
kiwiparents0f5,,,,0
Ki-Yu,Ki-Yu,27,US,1
kketas,kketas,71,US,1
KleineEule,KleineEule,109,DE,1
klinsky,klinsky,20,RU,1
Klopfgotit,,,,0
Knight_n_Dark,Knight_n_Dark,80,GB,1
Knot_me_Not or O.Azeitona in game.,,,,0
Knowyy,Knowyy,68,PL,1
Koi3615,Koi3615,108,FR,1
kolibrie07,,,,0
Komandor_Karas,Komandor_Karas,71,PL,1
KOP_Glyce,KOP_Glyce,102,CA,1
KOP_Gocapan,KOP_Gocapan,110,ID,1
KOP_Striker,KOP_Striker,110,US,1
kopinmuli,,,,0
korean_Lurekiller,Korean_LureKiller,108,KR,1
korrr9,,,,0
Koruu,Koruu,56,UA,1
Kost1950,kost1950,81,UA,1
KostyaVoron,KostyaVoron,34,UA,1
KotRblBalov,KotRblBalov,21,RU,0
Kozzakowsky,Kozzakowsky,50,PL,1
KPYTOY,KPYTOY,38,UA,1
krabNchous,krabNchous,109,UA,0
kreyk666,,,,0
Krismaloni,,,,0
kristhegote,kristhegote,55,AU,1
KRIT_T,KRIT_T,42,UA,1
Kroelle_Boelles_Freund,Kroelle_Boelles_Freund,95,,1
Kroksis12,Kroksis12,18,LV,0
Krol_An,Krol_An,88,PL,1
Krozhin,krozhin,91,SE,1
Krvcifilth,krvcifilth,57,AU,1
KTMO on Discord (KTMO88 on game),,,,0
kuba3421,kuba3421,30,PL,1
kulson26,kulson26,26,PL,0
kuna1103,kuna1103,83,PL,1
Kurvy,Kurvy,24,US,1
kylorif,kylorif,65,BN,1
kZsolt18,kZsolt18,97,HU,1
L1mitedHamb,L1mitedHamb,39,ID,1
L1nex10X,L1nex10X,23,RS,0
L1zardlord,l1zardlord,91,US,1
l3eyblade,l3eyblade,110,BR,1
La_Sudiste_du_1.618,La_Sudiste_du_1.618,78,FR,1
lach,lach,5,,0
Laquicazzz,,,,0
Laquicazzzz,Laquicazzzz,83,TH,1
LaTaruchaAsesina,laTaruchaAsesina,62,AR,1
Lauris28,Lauris28,101,LV,1
lazza_mob,lazza_mob,79,IT,1
Le_Ptit_Pecheur,Le_Ptit_Pecheur,86,CA,1
Ledolian,Ledolian,104,,1
Legends-Canadianzippo,Legends-Canadianzippo,84,CA,1
leoncioleal,LeoncioLeal,106,MX,1
LE-PINPIN-COMMUN-DE-ST_JEAN-1,LE-PINPIN-COMMUN-DE-ST_JEAN-1,110,FR,1
Lesliep,lesliep,102,GB,0
LGD.Liu-su,LGD.Liu-su,102,CN,1
liamspctest,,,,0
libertysion,libertysion,69,US,1
LibYaA,LibYaA,54,LY,0
Light_stroke,light_stroke,68,ZA,1
Lil_gabe_1tch,,,,0
lil_monster,lil_monster,34,PL,1
LilCeaser666,LilCeaser666,43,US,1
Lilianna,Lilianna,2,DK,1
limppari,limppari,39,FI,1
linchk1,linchk1,78,UA,1
Linedropper,Linedropper,110,US,1
Lion_G,Lion_G,51,US,1
Lisarob,lisarob,25,IT,1
LiveTT-raihan_fattah,LiveTT-raihan_fattah,69,ID,1
LizardatWar,LizardATwar,110,,1
LKR |·calvin cordobé,,,,0
LKroll,LKroll,47,DK,1
LKWilliam,LKWilliam,70,BR,1
Loak_J,Loak_J,110,JP,1
Lobotomyfatal_YouTube,Lobotomyfatal_YouTube,98,DE,1
logang100,LOGANG100,76,US,1
Loki1971,Loki1971,81,GB,1
lokirage,lokirage,59,PL,1
lolohito,lolohito,75,BR,1
Lomito,Lomito,54,AR,1
loony1982,loony1982,83,DE,1
LordofSwords,LordofSwords,28,US,0
losse2745,,,,0
LPI,LPI,4,CN,0
lpipecl,lPipecl,95,UA,0
LtCarpBoss,LtCarpBoss,31,LT,0
LtChacal,LtChacal,86,AR,1
LucaDuro,LucaDuro,33,IT,1
Lucidnights,,,,0
LuciNotCat,LuciNotCat,70,TR,0
luciupp,luciupp,110,PL,1
LugoFishing,LugoFishing,75,BR,1
LuisNH,LuisNH,93,MX,1
LullaCry,LullaCry,73,GT,0
Lun9Wao,Lun9Wao,110,TH,1
LuooFENG,LuooFENG,53,ID,1
Lusien,Lusien,108,UA,1
Lutya,Lutya,29,RU,0
lux_tenebris19,lux_tenebris19,63,IT,1
Luzblus,Luzblus,77,PL,0
Lyczux,Lyczux,20,PL,0
M_Gumby,,,,0
macaor,macaor,57,ES,0
macbull,macbull,48,ID,0
MacFishbone,MacFishbone,68,DE,1
madasik,,,,0
Magniak,magniak,102,FR,1
Majesticwhirlpoolmystic,MajesticWhirlpoolMystic,101,US,1
MAJOR DOWNY BROWN,,,,0
Makos,Makos,14,,0
makos156,makos156,49,PL,1
malqan27,malqan27,102,SG,1
Malviere,Malviere,37,,1
mandomarine,,,,0
mangler3,mangler3,91,US,1
Mangrove_Jack,Mangrove_Jack,109,AU,1
Manufishincarp,,,,0
MapsTheBassEater,MapsTheBassEater,49,AR,1
marcho22,marcho22,51,ES,1
Marian,marian,2,,0
MarineBoy_1970,MarineBoy_1970,110,KR,1
Mario14lt,mario14lt,47,US,1
marionsfg,marionsfg,73,RO,1
Marius,Marius,3,,0
marny123,marny123,37,CZ,0
Martian_fisherman,Martian_Fisherman,60,BR,1
Martin_Tarariro,Martin_Tarariro,65,AR,0
Martin1030,Martin1030,41,,0
Marty81_cz,Marty81_cz,110,,1
Marvellousninja,,,,0
Mast3rBait3r88,Mast3rBait3r88,99,US,1
Masta_D,Masta_D,87,MY,1
mathispepe63,mathispepe63,50,FR,1
matieg5,matieg5,18,NL,0
MatKopling,MatKopling,110,ID,0
MATTIX,Mattix,6,PL,0
Mattzs,Mattzs,86,BR,1
MaumauFisher,MaumauFisher,41,DE,1
Max_MarlinHunter,Max_MarlinHunter,64,NZ,1
maxbo333,maxbo333,95,US,1
MAXONIC_GAMING,MAXONIC_GAMING,108,ID,1
Mayafisher,Mayafisher,109,US,1
mayhem_cv,mayhem_cv,55,,1
MaZael,MaZael,94,ES,1
MAZEPAELPESCADOR,mazepaelpescador,71,AR,1
Mcloven-69,Mcloven-69,96,US,0
MCNacho,MCNacho,33,DE,1
Meateater28  or outstndingpaladin,,,,0
Mebah7,Mebah7,110,BR,1
Meer_Kat,Meer_Kat,95,UA,1
melhor_pescador123,melhor_pescador123,60,BR,1
Melrich,Melrich,96,US,1
Menticekcz25,,,,0
Mercy1684,Mercy1684,38,US,1
metranox,metranox,18,,0
MF_Pajio14,,,,0
MGSnake,MGsnake,2,CN,0
MI_BEMOL,MI_BEMOL,62,UA,1
MiauFishingTeam_GatoMelon,MiauFishingTeam_GatoMelon,102,ES,1
mickaB,mickaB,55,FR,1
miguel26731,,,,0
MihaiMirceaF,MihaiMirceaF,110,RO,1
Mike,Mike,54,LT,1
Mike4791,,,,0
Mikelmenchaca42,,,,0
MikeschV,MikeschV,83,,1
Miku_Kitsune,MIKU_KITSUNE,71,UA,1
Milek329,Milek329,34,PL,1
Milgy,Milgy,42,AU,1
MinioFr,MinioFr,44,DK,1
minkawilson,Minkawilson,64,AU,1
minoru1090,minoru1090,84,JP,1
MinSaleKO,Minsaleko,51,ES,1
MirekParker,MirekParker,49,PL,0
MiroCrystal8S,MiroCrystal8S,100,DE,1
Misacek0,Misacek0,55,CZ,1
Misterbluefin,MisterBlueFin,110,US,1
mitiks_22,mitiks_22,52,PL,1
Mitsuyebella,Mitsuyebella,109,DK,1
mo0606,mo0606,95,DE,1
Mokraya_Pisichka,Mokraya_Pisichka,100,UA,1
Molinete de ouro,molinete de ouro,94,,1
mollezzz,,,,0
MonarK2011,MonarK2011,40,AU,1
monkettv,,,,0
MonsterMaxxing,MonsterMaxxing,70,TH,1
Moogal,Moogal,62,SE,1
MortosDS,MortosDS,106,ZA,1
Moses,Moses,3,,0
MossFrog,MossFrog,110,AU,1
Mototasma Funkeiro,,,,0
Mpikefishing,Mpikefishing,54,PL,1
Mpmento_Mori_UA,,,,0
Mr.ChangLion_pt,Mr.ChangLion_PT,93,PT,1
Mr.Eli43,Mr.Eli43,33,AR,0
MR.QuE0O,MR.QuE0O,95,VN,1
Mr.TsunamiKozak,Mr.TsunamiKozak,73,NO,0
mr_krazi_fisher,mr_krazi_fisher,50,SI,1
Mr_Traszka,Mr_Traszka,71,PL,1
Mr_Vxli,Mr_Vxli,62,HR,1
MrAndrofy,MrAndrofy,83,UA,1
MrBoontjies,MrBoontjies,34,ZA,0
MrPandaEatsBrain,MrPandaEatsBrain,81,UA,1
mrreflexwolfie,mrreflexwolfie,21,GB,1
mrs,MRS,3,,0
Muchomor_klasyczny,Muchomor_klasyczny,59,PL,1
MuckleSwazzy,MuckleSwazzy,46,GB,1
MujStaryToFanatykWendkarstwa,MujStaryToFanatykWendkarstwa,75,TR,1
mumpz,Mumpz,4,US,0
muppet_1,muppet_1,57,AU,1
Muredan,Muredan,21,ID,0
MurrZilla,MurrZilla,78,US,1
muskiepointer,Muskiepointer,60,TR,1
mustaev,mustaev,106,,1
Musushi,Musushi,26,TH,1
Muuczek,Muuczek,77,PL,1
mvalenzg,mvalenzg,18,,0
MWfishing,MWfishing,41,US,0
My discord name is Prxme or p.r.x.m.e my steam is Br00ther7,,,,0
"My nickname is Bargearse: In North Queensland, Australia we have the Great Barrier Reef which has great bottom fishing as well as world class Sport and Game fishing along with big sharks and groper. As well as this we have several rivers, both salt and fresh, that contain Barramundi, Catfish, Bull Sharks, etc so I think it would be a great addition to the game. Whatever map you decide to add no doubt we will be heavily restricted by a pay wall so I mightn't even fish it.",,,,0
my steamid is palmtreeman,,,,0
MysticShadowZ,MysticShadowZ,101,ZA,1
N.A,,,,0
n1nj4squirrel,n1nj4squirrel,61,US,1
Nacho.723,Nacho.723,102,AR,1
NagibatorKarasey3000,NagibatorKarasey3000,35,UA,0
nankrepal,Nankrepal,101,MY,1
Narcof_garage,Narcof_Garage,23,IT,1
Nat Pangle,Nat Pangle,65,GR,1
NatureBeast150,NatureBeast150,26,GB,0
navtrethegreat,navtrethegreat,58,CA,0
Nbi129,NBI129,95,DE,1
NDargoZ,NDargoZ,96,FR,1
neex2k18,neex2k18,94,PL,1
nefroxx10,nefroxx10,56,AR,1
nepexx,nepexx,69,UA,1
Neremsa,Neremsa,98,BE,1
Neslo1,Neslo1,96,MY,1
NESSSSS,NESSSSS,102,ID,0
Nev0ne,Nev0ne,108,ID,1
Neverito,Neverito,43,SE,1
NgChill-Ya-Mancing,,,,0
NiceSalmonSaint57,NiceSalmonSaint57,28,US,0
Nick7941,nick7941,83,CH,1
NickleFritz,NickleFritz,72,US,1
NicoDarkBassGainer58,NicoDarkBassGainer58,88,ES,1
Nicolas MOENCH,,,,0
nigher69,,,,0
Night_Lord,Night_Lord,46,PL,1
NightHunter12,NightHunter12,102,US,1
nikitakard,nikitakard,67,IL,1
NikitaKarpPc,NikitaKarpPc,35,FR,0
NiKoPrO_BG,NiKoPrO_BG,110,BG,1
niksuxd,niksuxd,56,FI,1
nildyan,nildyan,53,PH,1
nilson-nakamura,,,,0
nM.Stepotronic,nM.Stepotronic,94,DE,1
nmmiklos,nmmiklos,31,,1
Noahtheproangler,,,,0
nogkugblw,nogkugblw,110,UA,1
Nomad0826,Nomad0826,75,CA,1
Nomad2_1,Nomad2_1,75,US,1
notoalex77,,,,0
NovaxFrost,NovaxFrost,87,,1
Novo_Do_Rio,Novo_Do_Rio,109,BR,1
Noxaj,NoxaJ,3,AU,0
Nqwebasaurus,Nqwebasaurus,37,IT,1
NSfishing,NSfishing,73,RS,1
Ntpntnx2,,,,0
NubdaMonke,NubdaMonke,43,AU,1
Nuno Henrique Justo Frazão,,,,0
Nutgravy,Nutgravy,103,AU,1
Nwag63,Nwag63,47,US,1
nwibilover,nwibilover,43,KW,1
nyankichi_cat,nyankichi_cat,109,JP,1
Nyoraco‗Twitch,,,,0
O7_Mbudz,O7_Mbudz,108,ID,1
O7_VIOLA,O7_VIOLA,106,ID,1
oahima,oahima,90,AR,1
OceansLegacy,OceansLegacy,110,AU,1
OCJohnT95,,,,0
Ockert 69,,,,0
ODOROKIMOMONOKI,ODOROKIMOMONOKI,110,JP,1
Official_held,Official_held,92,DE,1
OGScotty519,OGScotty519,107,AU,1
ohafeesh,ohafeesh,73,CA,1
Oileater,Oileater,4,DK,0
Oniis,Oniis,69,,1
OPBEAST337,OPBEAST337,41,NZ,1
Oppies1,OPPIES1,110,ZA,1
orageuxx,orageuxx,60,UA,1
Ortofrutta,Ortofrutta,89,,1
osiritaro_YOUTUBE,osiritaro_YOUTUBE,110,JP,1
OskiKokoski2009,OskiKokoski2009,54,PL,1
OSM_GRIMWORKSPLAYS,OSM_GRIMWORKSPLAYS,62,ZA,1
OSMMrAFK,OSMMrAFK,41,,1
OutstandingBayouLord,OutstandingBayouLord,17,CN,0
OWL43530,owl43530,110,JP,1
ozzyy,ozzyy,5,,0
Pablo2137222,Pablo2137222,81,PL,1
PACO BARBA,,,,0
pagarbat,pagarbat,16,FR,1
Pale,paLe,21,,0
palextiago1999,Palextiago1999,86,PT,1
PalQ,PalQ,110,BG,1
Pan_Gazownik,Pan_Gazownik,53,PL,1
panda-magic,panda-magic,58,AU,1
PanFishDelight,PanFishDelight,92,US,1
Panteralandia,Panteralandia,57,US,1
PaperShark,PaperShark,39,,1
Papuszek,Papuszek,50,PL,1
Parappazg,ParappaZG,88,HR,1
pasiek (with cat on profil),,,,0
Pastagas40,Pastagas40,62,FR,1
Patiecno,Patiecno,76,ES,0
PaulRottieDog,PaulRottieDog,97,GB,1
PbIBa4eK-B-LoDkE,PbIBa4eK-B-LoDkE,100,UA,1
PC_CrazedAlpha,PC_CrazedAlpha,62,CA,1
PC_SpinPower,PC_SpinPower,82,SA,1
Pecorino,Pecorino,60,ID,0
pedrofp38,pedrofp38,110,ES,1
Peedrinh0,Peedrinh0,86,BR,1
PeixeCorneta89,PeixeCorneta89,44,ES,0
PelagicChaser,PelagicChaser,80,US,1
pencopet_professional,pencopet_professional,39,ID,1
Pengedarsapu,PengedarSapu,63,ID,1
Pengunjunhandal69,Pengunjunhandal69,39,MY,1
Pepelepewpew_87,PepeLePewPew_87,56,BE,1
peppiazzopardi,peppiazzopardi,27,MT,0
peppiazzorpardi,,,,0
Perkey,perkey,83,DE,1
Pescadeitorfracasadeitor3000,PescadeitorFracasadeitor3000,31,AR,0
pescador_de_bagre,pescador_de_bagre,98,BR,1
Pescadordelobo,Pescadordelobo,5,,0
pescamikis,Pescamikis,77,ES,1
PestisDoktor,PestisDoktor,91,HU,1
PFG_radioheadwires,PFG_radioheadwires,63,US,1
PH_Carpman99,PH_Carpman99,103,AU,1
PH_XyRyX,PH_XyRyX,97,BE,1
Phattcat,Phattcat,98,GB,1
PHemiT,PHemiT,105,IT,1
PhilG,PhilG,2,DE,0
Phoxinus,Phoxinus,109,GB,1
Physcko corndog,,,,0
Piban,Piban,48,,1
PicanTeam-Carlos,PicanTeam-Carlos,110,ES,1
Piesior,Piesior,81,PL,1
Pifmaister,Pifmaister,67,CZ,1
PiierrOot,PiierrOot,54,FR,1
Pike.07,Pike.07,73,FR,1
pike_muskieeeeee,pike_muskieeeeee,40,US,1
pingukhan,pingukhan,41,CA,1
PinkAsteroid,PinkAsteroid,109,GB,0
pinsquiccia,pinsquiccia,110,IT,1
pirat patryk,,,,0
PirateFishing,PirateFishing,85,FR,1
PitViper475,PitViper475,66,US,1
Piymav_na_matnyu,Piymav_na_matnyu,70,UA,0
PizzaPepp,PizzaPepp,64,BE,1
PKOne_official,PKOne_official,106,,1
Pla1n_AOS,Pla1n_AOS,53,ZA,1
Planxty1969,,,,0
Platyn2999,Platyn2999,110,DE,1
pnwbuddy,pnwbuddy,68,US,1
Pollox12,Pollox12,26,MX,0
polnocc,polnocc,41,PL,1
Polpermannli,Polpermannli,12,DE,0
PommesLP,PommesLP,75,DE,1
PondNomadMatt,PondNomadMatt,96,CA,1
PondScumPrincess,PondScumPrincess,86,AU,1
PoProstuLis87837,PoProstuLis87837,36,PL,0
PowerfulCastingMystic   (I clicked and changed my username),,,,0
PrecedentWord1,PrecedentWord1,110,US,1
prince_asraf,prince_asraf,103,BD,1
PrincessCeleste,PrincessCeleste,102,FI,1
Pro142647,Pro142647,22,DE,1
ProBassNotReally,ProBassNotReally,108,US,0
Prodank,Prodank,83,RO,1
Prof.Snape,Prof.Snape,108,CA,1
Profised,Profised,32,UA,1
ProFisher619,ProFisher619,55,,1
Profolactic,Profolactic,55,US,1
Proud3083,Proud3083,76,US,1
Przejman2,,,,0
Psn_b__e_z,,,,0
PsychoZz_Ytt,PsychozZ_Ytt,10,FR,0
PsyJail,PsyJail,57,CH,1
Psykotic24,Psykotic24,85,US,1
Ptrybn,ptrybn,29,BE,0
Pugton,Pugton,103,US,1
Puncu,Puncu,36,PL,1
Puppybugac,Puppybugac,67,GB,1
PuyuLayu,PuyuLayu,99,MY,1
puziko,puziko,110,UA,1
pwnztheartist,PwnzTheArtist,28,RO,0
PyrateDave,PyrateDave,19,,0
QBYST,QBYST,57,,1
QThucFishing,QThucFishing,28,VN,0
Quadstacks,quadstacks,75,US,1
Quantumcow15,Quantumcow15,54,AU,1
Querqu,Querqu,65,PL,1
QuickEelGovernor,QuickEelGovernor,53,ES,1
QuickRodGuru-Ozz,QuickRodGuru-Ozz,105,US,1
QuiZen76,QuiZen76,87,FR,1
QuocKhoaFishing,QuocKhoaFishing,36,VN,1
R_exter,R_exter,73,MY,1
r1ck.gb,r1ck.gb,28,CN,0
rad3kkK,rad3kKK,19,CZ,1
Radu05,Radu05,103,IT,1
RafaLott,RafaLott,110,BR,1
Rafciu77,,,,0
Rain32,Rain32,82,US,1
RainbowNyash,,,,0
Raj7,,,,0
ralph943,ralph943,108,CA,1
Ramakaze,Ramakaze,96,US,1
Ranabel,Ranabel,52,MY,0
RANGER_HITAM-Casadei,,,,0
raptorlorient56 niv 96,,,,0
rcmm,rcmm,108,PT,1
RdZ09,RdZ09,17,SK,1
ReadWave,ReadWave,53,JP,1
ReaperEnigma,ReaperEnigma,93,US,1
RebelRose,RebelRose,81,US,1
red river,,,,0
